name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,LastExonStart,LastExonEnd,Group
C10orf91,chr10,+,134258692,134262912,134258753,134261565,3,134261240,134262912,2
INPP5A,chr10,+,134351323,134596979,134351600,134595445,16,134595540,134596979,3
NKX6-2,chr10,-,134598296,134599556,134598419,134599452,3,134598296,134598674,2
TTC40,chr10,-,134621895,134756089,134621924,134755988,58,134621895,134622408,2
GPR123,chr10,+,134901408,134945179,134902413,134943015,7,134941832,134945179,2
KNDC1,chr10,+,134973970,135039916,134973971,135038394,30,135038162,135039916,2
UTF1,chr10,+,135043777,135045062,135043792,135044946,2,135044470,135045062,2
VENTX,chr10,+,135050907,135055433,135051418,135053810,3,135053435,135055433,2
ADAM8,chr10,-,135075906,135090372,135076659,135090321,23,135075906,135076737,2
TUBGCP2,chr10,-,135093137,135122644,135093269,135116445,18,135093137,135093405,2
ZNF511,chr10,+,135121978,135126662,135122447,135126370,6,135126291,135126662,2
CALY,chr10,-,135138926,135150411,135139330,135142493,6,135138926,135139070,3
PRAP1,chr10,+,135160843,135166187,135160921,135165944,5,135165750,135166187,2
FUOM,chr10,-,135168657,135171529,135169002,135171511,6,135168657,135169009,2
ECHS1,chr10,-,135175983,135187193,135176371,135186837,8,135175983,135176437,2
AL360181.1,chr10,-,135192719,135193102,135192719,135193102,3,135192719,135192745,2
PAOX,chr10,+,135192737,135205198,135192820,135204959,7,135204815,135205198,2
RP11-108K14.8,chr10,+,135204337,135233999,135204592,135233669,12,135233529,135233999,2
MTG1,chr10,+,135207674,135234174,135207724,135233669,11,135233529,135234174,2
SPRN,chr10,-,135234169,135238076,135236729,135237185,2,135234169,135237201,2
CYP2E1,chr10,+,135340866,135352620,135340899,135352468,9,135352283,135352620,2
AL161645.2,chr10,-,135341025,135342661,135341025,135342661,2,135341025,135341066,2
SYCE1,chr10,-,135367404,135381795,135367793,135373622,13,135367404,135367832,2
FRG2B,chr10,-,135438602,135440299,135438602,135440246,4,135438602,135439108,2
SCGB1C1,chr11,+,193079,194573,193099,194450,3,194417,194573,2
ODF3,chr11,+,196737,200258,197304,200033,7,199943,200258,2
BET1L,chr11,-,202925,207428,205301,207321,4,202925,205469,2
RIC8A,chr11,+,208529,215113,208854,214350,10,214229,215113,2
SIRT3,chr11,-,215457,236431,216697,236328,7,215457,216718,2
PSMD13,chr11,+,236545,252956,237049,252600,13,252504,252956,2
NLRP6,chr11,+,278364,285359,278569,285304,8,285165,285359,2
ATHL1,chr11,+,289137,296107,289816,294749,14,294555,296107,2
IFITM5,chr11,-,298199,299526,298500,299490,2,298199,298713,2
IFITM2,chr11,+,308162,309395,308192,309165,2,309012,309395,2
IFITM1,chr11,+,313852,315272,314170,315113,2,314921,315272,2
IFITM3,chr11,-,319668,321050,319837,320813,2,319668,319990,2
B4GALNT4,chr11,+,369803,382116,369803,381792,20,381668,382116,2
PKP3,chr11,+,394216,404908,394292,404569,13,404533,404908,2
SIGIRR,chr11,-,405715,417397,405895,409874,10,405715,406059,2
ANO9,chr11,-,418262,442011,418370,441926,23,418262,418589,2
PTDSS2,chr11,+,450279,491387,450455,490582,12,490419,491387,2
RNH1,chr11,-,494560,507300,494690,502162,10,494560,494778,2
HRAS,chr11,-,532242,535550,532635,534322,5,532242,532755,2
LRRC56,chr11,+,537526,554916,540684,554276,14,553962,554916,2
C11orf35,chr11,-,554863,560779,554979,560716,14,554863,555111,2
RASSF7,chr11,+,560955,564012,561768,563380,4,563188,564012,2
PHRF1,chr11,+,576485,612222,581512,611777,18,611633,612222,2
IRF7,chr11,-,612554,615999,612644,615364,10,612554,612800,2
CDHR5,chr11,-,616564,625067,617350,624902,15,616564,617770,2
SCT,chr11,-,626430,627143,626430,627143,4,626430,626530,2
DRD4,chr11,+,637292,640706,637304,640603,4,640400,640706,2
DEAF1,chr11,-,644232,695532,644549,695047,12,644232,644654,2
TMEM80,chr11,+,695795,705028,695795,704646,6,704441,705028,2
EPS8L2,chr11,+,706112,727727,709407,726981,21,726900,727727,2
TALDO1,chr11,+,747427,765012,747481,764413,8,764812,765012,3
PDDC1,chr11,-,767224,777484,770896,777462,8,767224,770903,2
CEND1,chr11,-,787103,790123,788126,788576,2,787103,788658,2
SLC25A22,chr11,-,791643,797995,791914,795006,10,791643,792068,2
PIDD,chr11,-,799183,805245,799306,804388,16,799183,799565,2
RPLP2,chr11,+,809646,812875,810234,812836,5,812759,812875,2
PNPLA2,chr11,+,818901,825573,819718,824862,10,824522,825573,2
EFCAB4A,chr11,+,827584,831991,828607,831561,9,831534,831991,2
CD151,chr11,+,832951,838834,836069,838192,8,838132,838834,2
POLR2L,chr11,-,839720,842545,840371,842508,2,839720,840480,2
TSPAN4,chr11,+,842807,867111,850304,866630,9,866561,867111,2
CHID1,chr11,-,867859,915058,869857,904816,13,867859,869956,2
AP2A2,chr11,+,925880,1012239,926021,1010625,22,1010547,1012239,2
MUC6,chr11,-,1012820,1036706,1013455,1036655,33,1012820,1013633,2
MUC2,chr11,+,1074874,1104419,1074901,1104263,49,1104043,1104419,2
MUC5AC,chr11,+,1151579,1162361,1151626,1162361,15,1162196,1162361,2
MUC5B,chr11,+,1244295,1283402,1244353,1282838,49,1282618,1283402,2
TOLLIP,chr11,-,1295600,1330852,1298268,1330728,6,1295600,1298483,2
AC136297.1,chr11,+,1295808,1296033,1295811,1296033,1,1295808,1296033,1
BRSK2,chr11,+,1411128,1483915,1411514,1482219,20,1482199,1483915,2
MOB2,chr11,-,1491191,1507976,1491401,1507786,5,1491191,1491718,2
DUSP8,chr11,-,1575273,1593150,1577747,1587056,7,1575273,1578804,2
KRTAP5-1,chr11,-,1605571,1606513,1605642,1606479,1,1605571,1606513,1
KRTAP5-2,chr11,-,1618408,1619524,1618946,1619480,1,1618408,1619524,1
KRTAP5-3,chr11,-,1628794,1629693,1628898,1629615,1,1628794,1629693,1
KRTAP5-4,chr11,-,1642187,1643368,1642636,1643323,1,1642187,1643368,1
KRTAP5-5,chr11,+,1651032,1652160,1651070,1651784,1,1651032,1652160,1
KRTAP5-6,chr11,+,1718424,1718985,1718475,1718865,1,1718424,1718985,1
IFITM10,chr11,-,1753639,1771821,1756509,1771672,3,1753639,1756659,2
RP11-295K3.1,chr11,-,1768896,1780281,1768896,1780281,6,1768896,1769349,2
CTSD,chr11,-,1773981,1785222,1774732,1785089,9,1773981,1774900,2
SYT8,chr11,+,1855673,1858751,1855801,1858661,9,1858421,1858751,2
TNNI2,chr11,+,1860218,1862908,1860926,1862781,8,1862685,1862908,2
LSP1,chr11,+,1874199,1913493,1874374,1908793,11,1913002,1913493,3
C11orf89,chr11,-,1910374,1912084,1910374,1911814,1,1910374,1912084,1
TNNT3,chr11,+,1940791,1959936,1944104,1959722,16,1959667,1959936,2
MRPL23,chr11,+,1968507,1977839,1968592,1977650,5,1977485,1977839,2
IGF2,chr11,-,2150347,2170833,2154216,2156753,5,2150347,2154453,2
INS-IGF2,chr11,-,2167855,2182439,2168841,2182201,5,2167855,2167975,3
INS,chr11,-,2181008,2182451,2181081,2182201,3,2181008,2181227,2
TH,chr11,-,2185158,2193107,2185462,2193016,13,2185158,2185622,2
ASCL2,chr11,-,2289724,2292182,2290980,2291562,2,2289724,2290356,3
C11orf21,chr11,-,2318402,2323143,2320685,2323091,5,2318402,2319151,3
TSPAN32,chr11,+,2323242,2339372,2323379,2339154,10,2339092,2339372,2
CD81,chr11,+,2398523,2418649,2398779,2418096,8,2418033,2418649,2
TSSC4,chr11,+,2423522,2425105,2423863,2424853,2,2423840,2425105,2
TRPM5,chr11,-,2425744,2444275,2426166,2444266,24,2425744,2426273,2
KCNQ1,chr11,+,2466220,2870339,2466328,2869233,16,2868996,2870339,2
CDKN1C,chr11,-,2904442,2907111,2905233,2906719,3,2904442,2905145,3
SLC22A18AS,chr11,-,2909009,2924970,2909409,2920931,4,2909009,2909865,2
SLC22A18,chr11,+,2920950,2946476,2924575,2946427,11,2946239,2946476,2
PHLDA2,chr11,-,2949502,2950685,2950135,2950594,2,2949502,2949897,3
NAP1L4,chr11,-,2965666,3013607,2970488,3000450,16,2965666,2966876,3
AC131971.1,chr11,+,3011092,3012563,3012265,3012445,1,3011092,3012563,1
CARS,chr11,-,3022151,3078667,3022343,3078597,23,3022151,3022478,2
OSBPL5,chr11,-,3108345,3186584,3109434,3150378,22,3108345,3109573,2
MRGPRG,chr11,-,3239173,3240043,3239173,3240043,1,3239173,3240043,1
MRGPRE,chr11,-,3249040,3253616,3249090,3250026,2,3249040,3250090,2
ZNF195,chr11,-,3379156,3400375,3380347,3400270,4,3379156,3381795,2
ART5,chr11,-,3659743,3663546,3659967,3663092,5,3659743,3660023,2
ART1,chr11,+,3666360,3685646,3680443,3685419,5,3685321,3685646,2
CHRNA10,chr11,-,3686816,3692614,3687336,3692542,5,3686816,3687794,2
NUP98,chr11,-,3696239,3819022,3697388,3803347,33,3696239,3697606,2
PGAP2,chr11,+,3818953,3847601,3832489,3844144,8,3846557,3847601,3
RHOG,chr11,-,3848207,3862213,3848792,3849368,2,3848207,3849436,2
STIM1,chr11,+,3876931,4114439,3877500,4113028,12,4112511,4114439,2
RRM1,chr11,+,4116038,4160106,4116242,4159613,19,4159424,4160106,2
OR52B4,chr11,-,4388492,4389616,4388580,4389525,1,4388492,4389616,1
TRIM21,chr11,-,4406131,4414926,4406514,4411639,7,4406131,4407083,2
OR52K2,chr11,+,4470524,4471591,4470569,4471514,1,4470524,4471591,1
OR52K1,chr11,+,4510108,4511138,4510130,4511075,1,4510108,4511138,1
OR52M1,chr11,+,4566420,4567374,4566420,4567374,1,4566420,4567374,1
C11orf40,chr11,-,4592652,4599050,4592652,4599050,4,4592652,4592859,2
OR52I2,chr11,+,4608020,4609135,4608042,4609095,1,4608020,4609135,1
OR52I1,chr11,+,4615268,4616243,4615268,4616243,1,4615268,4616243,1
TRIM68,chr11,-,4619901,4629489,4621505,4626734,7,4619901,4622056,2
OR51D1,chr11,+,4660944,4662068,4661020,4661995,1,4660944,4662068,1
OR51E1,chr11,+,4664649,4676718,4673756,4674713,2,4673717,4676718,2
OR51E2,chr11,-,4701400,4719072,4702978,4703941,2,4701400,4703991,2
OR51F1,chr11,-,4790208,4791147,4790208,4791147,1,4790208,4791147,1
OR52R1,chr11,-,4824662,4825610,4824662,4825610,1,4824662,4825610,1
OR51F2,chr11,+,4842550,4843686,4842615,4843644,1,4842550,4843686,1
OR51S1,chr11,-,4869426,4870514,4869466,4870438,1,4869426,4870514,1
OR51H1P,chr11,-,4880885,4881794,4880885,4881794,1,4880885,4881794,1
OR51T1,chr11,+,4903048,4904113,4903048,4904113,1,4903048,4904113,1
OR51A7,chr11,+,4928599,4929538,4928599,4929538,1,4928599,4929538,1
OR51G2,chr11,-,4935899,4936922,4935948,4936893,1,4935899,4936922,1
OR51G1,chr11,-,4944530,4945637,4944603,4945569,1,4944530,4945637,1
OR51A4,chr11,-,4967354,4968356,4967388,4968330,1,4967354,4968356,1
OR51A2,chr11,-,4976001,4976943,4976001,4976943,1,4976001,4976943,1
MMP26,chr11,+,5009423,5013657,5009441,5013472,6,5013443,5013657,2
OR51L1,chr11,+,5020212,5021160,5020212,5021160,1,5020212,5021160,1
OR52J3,chr11,+,5067755,5068691,5067755,5068691,1,5067755,5068691,1
OR52E2,chr11,-,5079879,5080857,5079879,5080857,1,5079879,5080857,1
OR52E1,chr11,+,5090801,5091727,5090801,5091727,1,5090801,5091727,1
OR52A5,chr11,-,5152921,5153872,5152921,5153872,1,5152921,5153872,1
OR52A1,chr11,-,5172660,5173599,5172660,5173599,1,5172660,5173599,1
OR51V1,chr11,-,5220964,5221930,5220964,5221930,1,5220964,5221930,1
HBB,chr11,-,5246693,5248301,5246827,5248251,3,5246693,5246956,2
HBD,chr11,-,5254067,5255878,5254193,5255663,3,5254067,5254322,2
HBG1,chr11,-,5269312,5271122,5269588,5271034,3,5269312,5269717,2
HBG2,chr11,-,5274431,5276041,5274506,5275958,3,5274431,5274635,2
HBE1,chr11,-,5289583,5291388,5289698,5291120,3,5289583,5289827,2
OR51B4,chr11,-,5322243,5323226,5322243,5323176,1,5322243,5323226,1
OR51B2,chr11,-,5344540,5345582,5344588,5345527,1,5344540,5345582,1
OR51B5,chr11,-,5363743,5364809,5363815,5364754,1,5363743,5364809,1
OR51B6,chr11,+,5372737,5373676,5372737,5373676,1,5372737,5373676,1
OR51M1,chr11,+,5410606,5411664,5410628,5411609,1,5410606,5411664,1
OR51J1,chr11,+,5423826,5424777,5423826,5424777,1,5423826,5424777,1
OR51Q1,chr11,+,5443340,5444436,5443430,5444384,1,5443340,5444436,1
OR51I1,chr11,-,5461799,5462744,5461799,5462744,1,5461799,5462744,1
OR51I2,chr11,+,5474637,5475707,5474718,5475657,1,5474637,5475707,1
OR52D1,chr11,+,5509914,5510979,5509936,5510893,1,5509914,5510979,1
UBQLN3,chr11,-,5528529,5531215,5528820,5530788,2,5528529,5530824,2
UBQLNL,chr11,-,5535622,5537935,5536243,5537671,1,5535622,5537935,1
OR52H1,chr11,-,5565718,5566779,5565790,5566753,1,5565718,5566779,1
OR52B6,chr11,+,5602106,5603114,5602106,5603114,1,5602106,5603114,1
TRIM6,chr11,+,5617338,5634182,5624542,5632572,8,5632006,5634182,2
TRIM6-TRIM34,chr11,+,5617954,5665628,5618127,5664939,14,5664373,5665628,2
TRIM34,chr11,+,5640993,5665628,5653561,5664939,8,5664373,5665628,2
TRIM5,chr11,-,5684424,5706339,5685317,5701407,8,5684424,5685403,2
TRIM22,chr11,+,5710918,5732093,5717462,5730878,8,5730282,5732093,2
OR56B1,chr11,+,5757680,5758768,5757746,5758721,1,5757680,5758768,1
OR52N4,chr11,+,5775922,5776959,5775970,5776936,1,5775922,5776959,1
OR52N5,chr11,-,5798863,5799897,5798889,5799864,1,5798863,5799897,1
OR52N1,chr11,-,5809083,5810046,5809083,5810046,1,5809083,5810046,1
OR52N2,chr11,+,5841543,5842578,5841565,5842531,1,5841543,5842578,1
OR52E6,chr11,-,5862157,5863127,5862185,5863127,1,5862157,5863127,1
OR52E8,chr11,-,5877903,5878964,5877978,5878932,1,5877903,5878964,1
OR52E4,chr11,+,5905500,5906527,5905522,5906461,1,5905500,5906527,1
OR56A3,chr11,+,5968569,5969591,5968576,5969524,1,5968569,5969591,1
OR52L1,chr11,-,6007121,6008215,6007170,6008160,1,6007121,6008215,1
OR56A4,chr11,-,6023215,6024424,6023280,6024378,1,6023215,6024424,1
OR56A1,chr11,-,6047900,6048971,6047977,6048934,1,6047900,6048971,1
OR56B4,chr11,+,6128913,6130065,6129008,6129968,1,6128913,6130065,1
OR56B3P,chr11,+,6149839,6150706,6149839,6150706,1,6149839,6150706,1
OR52B1P,chr11,-,6173005,6173818,6173005,6173818,1,6173005,6173818,1
OR52B2,chr11,-,6190559,6191638,6190584,6191556,1,6190559,6191638,1
OR52W1,chr11,+,6220375,6221489,6220453,6221416,1,6220375,6221489,1
C11orf42,chr11,+,6226795,6232362,6226845,6232272,3,6232141,6232362,2
FAM160A2,chr11,-,6232574,6255941,6232735,6245746,12,6232574,6233097,2
CNGA4,chr11,+,6260321,6265659,6260436,6265639,6,6265178,6265659,2
CCKBR,chr11,+,6280965,6293357,6281158,6292773,5,6292240,6293357,2
PRKCDBP,chr11,-,6340175,6341877,6340392,6341706,2,6340175,6340794,2
SMPD1,chr11,+,6411660,6416225,6411828,6415837,6,6415427,6416225,2
APBB1,chr11,-,6416354,6440644,6416763,6432577,14,6416354,6416931,2
HPX,chr11,-,6452278,6462294,6452440,6462193,10,6452278,6452700,2
TRIM3,chr11,-,6469843,6495689,6470257,6486925,12,6469843,6470410,2
ARFIP2,chr11,-,6496909,6502542,6498342,6501651,8,6496909,6498498,2
TIMM10B,chr11,+,6502676,6505909,6502746,6503451,3,6503274,6505909,2
DNHD1,chr11,+,6518525,6593252,6519445,6593216,43,6592865,6593252,2
RRP8,chr11,-,6616304,6624850,6621375,6624732,7,6616304,6621495,2
ILK,chr11,+,6624960,6632102,6625501,6629657,12,6631692,6632102,3
TAF10,chr11,-,6632072,6633898,6632152,6633420,5,6632072,6632242,2
TPP1,chr11,-,6633999,6640692,6635776,6640631,13,6633999,6635917,2
DCHS1,chr11,-,6642555,6677085,6643009,6662844,21,6642555,6645621,2
MRPL17,chr11,-,6702012,6704632,6703348,6704527,3,6702012,6703633,2
OR2AG2,chr11,-,6789217,6790286,6789237,6790188,1,6789217,6790286,1
OR2AG1,chr11,+,6806247,6807245,6806268,6807219,1,6806247,6807245,1
OR6A2,chr11,-,6815755,6817128,6815955,6816939,1,6815755,6817128,1
OR10A5,chr11,+,6866882,6867927,6866901,6867867,1,6866882,6867927,1
OR10A2,chr11,+,6890923,6891976,6890985,6891897,1,6890923,6891976,1
OR10A4,chr11,+,6897855,6898850,6897878,6898826,1,6897855,6898850,1
OR2D2,chr11,-,6912720,6913830,6912804,6913731,1,6912720,6913830,1
OR2D3,chr11,+,6942204,6943264,6942232,6943225,1,6942204,6943264,1
ZNF215,chr11,+,6947653,6979068,6953503,6977762,7,6976920,6979068,2
ZNF214,chr11,-,7020548,7041599,7021092,7024066,3,7020548,7022786,2
NLRP14,chr11,+,7041676,7092539,7059817,7092539,12,7092403,7092539,2
RBMXL2,chr11,+,7110164,7112379,7110351,7111530,1,7110164,7112379,1
SYT9,chr11,+,7273180,7490273,7273417,7488031,7,7488022,7490273,2
OLFML1,chr11,+,7506712,7532608,7507106,7531419,3,7530628,7532608,2
PPFIBP2,chr11,+,7535000,7674987,7570706,7674449,24,7674254,7674987,2
CYB5R2,chr11,-,7686330,7694732,7686604,7694056,9,7686330,7686777,2
OVCH2,chr11,-,7712443,7727941,7712443,7727941,15,7712443,7712631,2
OR5P2,chr11,-,7817451,7818520,7817520,7818489,1,7817451,7818520,1
OR5P3,chr11,-,7846583,7847519,7846583,7847519,1,7846583,7847519,1
OR10A6,chr11,-,7949179,7950209,7949264,7950209,1,7949179,7950209,1
OR10A3,chr11,-,7960080,7961141,7960122,7961067,1,7960080,7961141,1
NLRP10,chr11,-,7980970,7985204,7981190,7985042,2,7980970,7982869,2
EIF3F,chr11,+,8008866,8017716,8008899,8017569,8,8017491,8017716,2
TUB,chr11,+,8060179,8127659,8060420,8123166,13,8123032,8127659,2
RIC3,chr11,-,8127639,8190590,8132244,8190536,2,8127639,8132684,2
LMO1,chr11,-,8245860,8290263,8246162,8289995,4,8245860,8246268,2
STK33,chr11,-,8413417,8615503,8414056,8496452,14,8413417,8414257,2
TRIM66,chr11,-,8633583,8680383,8639490,8673355,20,8633583,8639550,2
RPL27A,chr11,+,8703957,8711419,8704360,8707353,5,8707224,8711419,2
ST5,chr11,-,8714897,8932498,8715642,8772247,23,8714897,8715677,2
AKIP1,chr11,+,8932685,8941631,8932996,8941027,5,8940883,8941631,2
C11orf16,chr11,-,8941622,8954536,8942862,8953855,7,8941622,8941997,3
ASCL3,chr11,-,8959118,8964580,8959162,8959708,2,8959118,8959720,2
TMEM9B,chr11,-,8968840,8986320,8969866,8985860,5,8968840,8970022,2
NRIP3,chr11,-,9002122,9025596,9005091,9025482,7,9002122,9005107,2
SCUBE2,chr11,-,9042121,9113093,9042591,9113075,18,9042121,9042744,2
DENND5A,chr11,-,9160371,9286937,9161217,9286616,23,9160371,9161401,2
TMEM41B,chr11,-,9302217,9336327,9304970,9335988,7,9302217,9305140,2
IPO7,chr11,+,9406168,9469673,9406310,9466741,25,9466643,9469673,2
AC132192.1,chr11,-,9481746,9482010,9481746,9482010,1,9481746,9482010,1
ZNF143,chr11,+,9482511,9550071,9492855,9549160,16,9549076,9550071,2
WEE1,chr11,+,9595227,9610754,9595480,9610149,11,9609995,9610754,2
SWAP70,chr11,+,9685623,9774538,9685726,9771517,12,9771410,9774538,2
SBF2,chr11,-,9800213,10315754,9801964,10315616,40,9800213,9802063,2
ADM,chr11,+,10326620,10328909,10327834,10328188,2,10327226,10328909,2
MTRNR2L8,chr11,-,10529433,10530723,10529698,10529773,1,10529433,10530723,1
RNF141,chr11,-,10533224,10562764,10536462,10555705,6,10533224,10536613,2
LYVE1,chr11,-,10578512,10590238,10580657,10590079,6,10578512,10580844,2
MRVI1,chr11,-,10594637,10715535,10597878,10655570,20,10594637,10598122,2
CTR9,chr11,+,10772533,10801290,10772959,10800652,25,10800225,10801290,2
EIF4G2,chr11,-,10818600,10830657,10819362,10828842,22,10818600,10819428,2
ZBED5,chr11,-,10874250,10879620,10874410,10876492,3,10874250,10876665,2
GALNT18,chr11,-,11292422,11643552,11292690,11643140,11,11292422,11292837,2
CSNK2A3,chr11,-,11373488,11374904,11373490,11374666,1,11373488,11374904,1
AC131935.1,chr11,-,11747059,11747257,11747059,11747257,1,11747059,11747257,1
USP47,chr11,+,11862969,11980870,11863732,11977722,27,11977547,11980870,2
DKK3,chr11,-,11984652,12030917,11986010,12030129,8,11984652,11986233,2
MICAL2,chr11,+,12115542,12284466,12183702,12284067,23,12284026,12284466,2
MICALCL,chr11,+,12308446,12380691,12313715,12380026,9,12379841,12380691,2
PARVA,chr11,+,12398731,12552348,12399074,12549472,13,12549395,12552348,2
TEAD1,chr11,+,12695968,12966298,12785824,12958769,13,12958655,12966298,2
ARNTL,chr11,+,13299324,13408808,13375855,13408303,19,13408142,13408808,2
BTBD10,chr11,-,13409547,13484827,13410377,13466671,9,13409547,13410688,2
PTH,chr11,-,13513601,13517567,13513951,13514402,3,13513601,13514213,2
FAR1,chr11,+,13690216,13753893,13716312,13750321,12,13750158,13753893,2
RRAS2,chr11,-,14299471,14386052,14300882,14385939,6,14299471,14300970,2
COPB1,chr11,-,14479051,14521398,14479369,14520474,22,14479051,14479429,2
PSMA1,chr11,-,14526609,14665163,14526737,14632532,11,14526609,14526794,2
PDE3B,chr11,+,14665268,14892350,14665621,14891206,16,14891006,14892350,2
CYP2R1,chr11,-,14899607,14913798,14899667,14913751,5,14899607,14899843,2
CALCA,chr11,-,14988214,14993832,14989240,14992738,5,14988214,14988647,3
CALCB,chr11,+,15095107,15100178,15096264,15098991,5,15099628,15100178,3
INSC,chr11,+,15133969,15268754,15134015,15267586,13,15267457,15268754,2
SOX6,chr11,-,15987994,16497935,15994354,16362794,16,15987994,15994658,2
C11orf58,chr11,+,16760193,16777436,16766216,16776651,5,16776417,16777436,2
PLEKHA7,chr11,-,16809214,17035963,16810633,17035948,23,16809214,16810843,2
RPS13,chr11,-,17095935,17099213,17095954,17099188,6,17095935,17096013,2
PIK3C2A,chr11,-,17108118,17191288,17111284,17191288,32,17108118,17111467,2
NUCB2,chr11,+,17298311,17353758,17316870,17352966,14,17352958,17353758,2
NCR3LG1,chr11,+,17373272,17398888,17373516,17394059,5,17393552,17398888,2
KCNJ11,chr11,-,17407405,17410878,17408465,17409377,2,17407405,17409393,2
ABCC8,chr11,-,17414431,17498449,17414537,17498323,39,17414431,17414675,2
USH1C,chr11,-,17515441,17565963,17515910,17565854,21,17515441,17515923,2
OTOG,chr11,+,17568919,17667491,17568919,17667491,55,17667290,17667491,2
MYOD1,chr11,+,17741114,17743678,17741329,17743055,3,17742801,17743678,2
KCNC1,chr11,+,17756358,17804219,17757549,17803281,4,17803216,17804219,2
SERGEF,chr11,-,17809594,18034709,17809631,18034557,11,17809594,17809960,2
TPH1,chr11,-,18039110,18062872,18042537,18062309,10,18039110,18042712,2
SAAL1,chr11,-,18101890,18127629,18101945,18127588,12,18101890,18102038,2
MRGPRX3,chr11,+,18142501,18160027,18158749,18159718,3,18158724,18160027,2
RP11-113D6.6,chr11,-,18161732,18211042,18162157,18210917,2,18161732,18162158,2
MRGPRX4,chr11,+,18194383,18195827,18194803,18195772,1,18194383,18195827,1
RP11-113D6.10,chr11,+,18230754,18236109,18231214,18231679,2,18234627,18236109,3
SAA4,chr11,-,18252895,18258440,18253048,18257473,4,18252895,18253211,2
SAA2,chr11,-,18260769,18270190,18261494,18269558,4,18260769,18261516,2
SAA1,chr11,+,18287720,18291521,18288434,18291402,4,18291263,18291521,2
HPS5,chr11,-,18300222,18343721,18301428,18332422,22,18300222,18301489,2
GTF2H1,chr11,+,18344142,18388591,18354621,18387416,15,18387329,18388591,2
LDHA,chr11,+,18415934,18429972,18418389,18428828,8,18428663,18429972,2
LDHC,chr11,+,18433877,18472790,18434264,18472674,8,18472509,18472790,2
LDHAL6A,chr11,+,18477430,18501147,18478227,18500417,7,18500252,18501147,2
TSG101,chr11,-,18501857,18548779,18502092,18548363,10,18501857,18502182,2
UEVLD,chr11,-,18551155,18610230,18553866,18610201,12,18551155,18554034,2
SPTY2D1,chr11,-,18627947,18656040,18631407,18655804,6,18627947,18631501,2
TMEM86A,chr11,+,18720337,18726332,18720433,18723556,3,18723119,18726332,2
IGSF22,chr11,-,18725851,18747727,18726014,18745783,23,18725851,18726085,2
PTPN5,chr11,-,18749476,18814268,18750480,18793505,15,18749476,18750574,2
MRGPRX1,chr11,-,18955359,18956556,18955362,18956331,1,18955359,18956556,1
MRGPRX2,chr11,-,19076001,19082228,19076956,19077949,2,19076001,19077974,2
ZDHHC13,chr11,+,19138675,19197962,19138796,19197507,17,19197368,19197962,2
CSRP3,chr11,-,19203586,19232120,19204216,19213995,7,19203586,19204293,2
E2F8,chr11,-,19245609,19263167,19246204,19261668,13,19245609,19246387,2
NAV2,chr11,+,19372270,20143144,19372499,20139804,38,20139678,20143144,2
DBX1,chr11,-,20177759,20181870,20177759,20181870,4,20177759,20178236,2
HTATIP2,chr11,+,20385288,20405328,20385357,20404751,6,20404525,20405328,2
PRMT3,chr11,+,20409075,20530799,20409292,20529959,16,20529849,20530799,2
SLC6A5,chr11,+,20620945,20680831,20621218,20676414,16,20676258,20680831,2
NELL1,chr11,+,20691117,21597005,20691269,21596568,20,21596517,21597005,2
ANO5,chr11,+,22214721,22304903,22215038,22301311,22,22301089,22304903,2
SLC17A6,chr11,+,22359642,22401049,22360079,22399286,12,22398950,22401049,2
FANCF,chr11,-,22644078,22647387,22646231,22647356,1,22644078,22647387,1
AC103801.2,chr11,+,22646859,22647369,22647056,22647119,1,22646859,22647369,1
GAS2,chr11,+,22688160,22834601,22696415,22833562,8,22833343,22834601,2
SVIP,chr11,-,22840474,22851411,22844664,22851294,4,22840474,22844679,2
CCDC179,chr11,-,22868476,22881972,22869055,22881967,4,22868476,22869067,2
LUZP2,chr11,+,24518756,25104150,24759773,25100204,12,25100099,25104150,2
ANO3,chr11,+,26352970,26684835,26353822,26681991,27,26681808,26684835,2
MUC15,chr11,-,26580579,26593668,26582611,26587405,4,26580579,26582772,2
SLC5A12,chr11,-,26688565,26743571,26692648,26743261,15,26688565,26692798,2
FIBIN,chr11,+,27015627,27018630,27016073,27016709,1,27015627,27018630,1
BBOX1,chr11,+,27062508,27149354,27076977,27149000,9,27148839,27149354,2
CCDC34,chr11,-,27360060,27385415,27360367,27384741,6,27360060,27360582,2
LGR4,chr11,-,27387507,27494293,27389413,27493849,18,27387507,27390690,2
LIN7C,chr11,-,27516122,27528320,27520195,27528299,5,27516122,27520351,2
BDNF,chr11,-,27676439,27743605,27679367,27742961,2,27676439,27680132,2
KIF18A,chr11,-,28042166,28129855,28042746,28119494,17,28042166,28042829,2
METTL15,chr11,+,28129794,28355054,28134881,28352048,7,28351942,28355054,2
KCNA4,chr11,-,30031287,30038570,30032263,30034225,2,30031287,30035007,2
FSHB,chr11,+,30252562,30256808,30253449,30255347,3,30255116,30256808,2
ARL14EP,chr11,+,30344597,30359774,30352495,30358342,4,30358113,30359774,2
MPPED2,chr11,-,30406039,30607828,30410435,30601920,7,30406039,30410503,2
DCDC1,chr11,-,31284170,31391321,31284609,31349827,9,31284170,31284620,2
DNAJC24,chr11,+,31391386,31453396,31392295,31451948,5,31451817,31453396,2
