name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,LastExonStart,LastExonEnd,StopCodon
SLC6A2,chr16,+,55690555,55740104,55690606,55739184,55739127,55740104,TGA
GNAO1,chr16,+,56225301,56391356,56226147,56388965,56390014,56391356,TGA
OGFOD1,chr16,+,56485401,56513012,56485524,56510117,56509955,56513012,TGA
MT4,chr16,+,56598960,56602869,56599040,56602844,56602752,56602869,TGA
MT3,chr16,+,56623279,56625000,56623502,56624861,56624751,56625000,TGA
MT2A,chr16,+,56642110,56643409,56642567,56643266,56643174,56643409,TGA
MT1E,chr16,+,56659386,56661024,56659763,56660883,56660791,56661024,TGA
MT1M,chr16,+,56666144,56667898,56666643,56667754,56667662,56667898,TGA
MT1A,chr16,+,56672577,56673999,56672650,56673862,56673770,56673999,TGA
MT1B,chr16,+,56685810,56687116,56685865,56686977,56686885,56687116,TGA
MT1F,chr16,+,56691854,56693214,56691970,56693076,56692984,56693214,TGA
MT1H,chr16,+,56703725,56705041,56703796,56704901,56704809,56705041,TGA
MT1X,chr16,+,56716335,56718108,56716452,56717961,56717869,56718108,TGA
HERPUD1,chr16,+,56965959,56977793,56966156,56977202,56977037,56977793,TGA
NLRC5,chr16,+,57023409,57117436,57054624,57116440,57116328,57117436,TGA
CPNE2,chr16,+,57126448,57181878,57144654,57181570,57181462,57181878,TGA
RSPRY1,chr16,+,57220202,57274387,57238570,57272887,57272790,57274387,TGA
CCL22,chr16,+,57392683,57400102,57392728,57397500,57397415,57400102,TGA
CX3CL1,chr16,+,57406369,57418960,57406480,57416944,57415941,57418960,TGA
CCL17,chr16,+,57438678,57449974,57447844,57449773,57449676,57449974,TGA
COQ9,chr16,+,57481348,57495187,57481417,57494536,57494500,57495187,TGA
CCDC135,chr16,+,57728717,57765367,57731861,57765170,57765076,57765367,TGA
KATNB1,chr16,+,57769641,57791162,57771155,57790858,57790725,57791162,TGA
CTD-2600O9.1,chr16,+,57844548,57850850,57849507,57850771,57850123,57850850,TGA
USB1,chr16,+,58035276,58055522,58035387,58054149,58054044,58055522,TGA
MMP15,chr16,+,58059469,58080805,58060254,58079350,58078910,58080805,TGA
GINS3,chr16,+,58426297,58440048,58426505,58438633,58438402,58440048,TGA
NDRG4,chr16,+,58497568,58547532,58521682,58545480,58545325,58547532,TGA
CKLF-CMTM1,chr16,+,66586515,66613038,66586618,66612904,66612733,66613038,TGA
CMTM2,chr16,+,66613350,66622178,66613510,66622022,66621821,66622178,TGA
CMTM3,chr16,+,66638178,66647795,66638708,66646540,66646511,66647795,TGA
CA7,chr16,+,66878281,66888052,66878390,66887401,66887278,66888052,TGA
CES3,chr16,+,66995139,67008999,66995210,67006952,67006756,67008999,TGA
CES4A,chr16,+,67022491,67043661,67022675,67042968,67042876,67043661,TGA
FBXL8,chr16,+,67193863,67198077,67195688,67197723,67197921,67198077,TGA
RP11-5A19.5,chr16,+,67197287,67199711,67197287,67197723,67199621,67199711,TGA
NOL3,chr16,+,67204404,67209643,67208072,67208957,67208949,67209643,TGA
E2F4,chr16,+,67226071,67232821,67226130,67232026,67231910,67232821,TGA
ELMO3,chr16,+,67233013,67237932,67233070,67237780,67237567,67237932,TGA
PLEKHG4,chr16,+,67311412,67323382,67313947,67322711,67322705,67323382,TGA
HSD11B2,chr16,+,67465019,67471456,67465151,67470906,67470490,67471456,TGA
CTCF,chr16,+,67596309,67673086,67644735,67671775,67671590,67673086,TGA
RLTPR,chr16,+,67678821,67691472,67679149,67691421,67691308,67691472,TGA
PARD6A,chr16,+,67694850,67696681,67694941,67696550,67695798,67696681,TGA
C16orf86,chr16,+,67700718,67702661,67700873,67702503,67702102,67702661,TGA
THAP11,chr16,+,67876212,67878097,67876457,67877402,67876212,67878097,TGA
NUTF2,chr16,+,67880634,67906470,67899033,67904816,67904702,67906470,TGA
PSKH1,chr16,+,67927174,67963581,67942652,67961545,67961227,67963581,TGA
DUS2,chr16,+,68056858,68113223,68071926,68112889,68112651,68113223,TGA
NFATC3,chr16,+,68119360,68263161,68119584,68260255,68260252,68263161,TGA
PLA2G15,chr16,+,68279246,68294961,68279329,68293560,68293048,68294961,TGA
PRMT7,chr16,+,68344958,68391162,68349882,68391127,68390956,68391162,TGA
HAS3,chr16,+,69140159,69152622,69143298,69152365,69152257,69152622,TGA
SNTB2,chr16,+,69221031,69342955,69221069,69334827,69334734,69342955,TGA
CYB5B,chr16,+,69458497,69500167,69458586,69496423,69496332,69500167,TGA
CLEC18A,chr16,+,69984809,69997889,69985269,69997514,69997476,69997889,TGA
PDPR,chr16,+,70147528,70195184,70154395,70190782,70190377,70195184,TGA
CLEC18C,chr16,+,70207927,70220798,70208181,70220423,70220385,70220798,TGA
DDX19B,chr16,+,70323669,70367723,70351429,70367485,70367423,70367723,TGA
DDX19A,chr16,+,70380731,70407286,70380894,70405889,70405827,70407286,TGA
FUK,chr16,+,70488323,70514177,70497093,70513583,70513481,70514177,TGA
SF3B3,chr16,+,70557690,70608820,70560559,70605716,70605575,70608820,TGA
IL34,chr16,+,70613797,70694585,70680850,70694090,70693899,70694585,TGA
CALB2,chr16,+,71392615,71424339,71392695,71419525,71423651,71424339,TGA
MARVELD3,chr16,+,71660089,71675868,71660132,71674930,71674292,71675868,TGA
ATXN1L,chr16,+,71879893,71891231,71883643,71885713,71883526,71891231,TGA
DHODH,chr16,+,72042642,72058954,72042663,72058098,72058043,72058954,TGA
DHX38,chr16,+,72127460,72146811,72130056,72146396,72146311,72146811,TGA
ZNRF1,chr16,+,75032927,75144892,75033569,75140437,75141630,75144892,TGA
CTRB1,chr16,+,75252897,75258822,75252905,75258764,75258602,75258822,TGA
GABARAPL2,chr16,+,75600248,75611779,75600384,75611267,75611176,75611779,TGA
CNTNAP4,chr16,+,76311175,76593128,76311560,76592580,76592386,76593128,TGA
MON1B,chr16,+,77224815,77236302,77225382,77232205,77232004,77236302,TGA
NUDT7,chr16,+,77756410,77776157,77756479,77775847,77775478,77776157,TGA
BCMO1,chr16,+,81272052,81324747,81272513,81324182,81323952,81324747,TGA
GAN,chr16,+,81348556,81424489,81348718,81411201,81411019,81424489,TGA
CMIP,chr16,+,81478774,81745367,81478846,81743404,81743350,81745367,TGA
CDH13,chr16,+,82660407,83830204,82660697,83828635,83828627,83830204,TGA
HSBP1,chr16,+,83841447,83846603,83841681,83843028,83845025,83846603,TGA
MLYCD,chr16,+,83932730,83949787,83932749,83949094,83948560,83949787,TGA
NECAB2,chr16,+,84002236,84036381,84002253,84035951,84035922,84036381,TGA
ADAD2,chr16,+,84224743,84230772,84224836,84230580,84230475,84230772,TGA
KLHL36,chr16,+,84682130,84695920,84684473,84695739,84695183,84695920,TGA
CRISPLD2,chr16,+,84853589,84943114,84872101,84940248,84940193,84943114,TGA
GSE1,chr16,+,85646821,85709810,85646997,85706145,85706010,85709810,TGA
COX4I1,chr16,+,85833289,85840608,85834811,85840480,85840343,85840608,TGA
FOXF1,chr16,+,86544132,86548076,86544175,86546691,86546530,86548076,TGA
FOXC2,chr16,+,86600856,86602539,86600941,86602447,86600856,86602539,TGA
BANP,chr16,+,87985039,88110924,88008721,88110267,88110195,88110924,TGA
ZFPM1,chr16,+,88519724,88603424,88520046,88601387,88599555,88603424,TGA
IL17C,chr16,+,88705000,88706881,88705049,88706480,88706221,88706881,TGA
CTU2,chr16,+,88772870,88781794,88772938,88781659,88781589,88781794,TGA
CDT1,chr16,+,88869620,88875666,88870239,88874686,88874522,88875666,TGA
TRAPPC2L,chr16,+,88923493,88927759,88925083,88927367,88927321,88927759,TGA
RP11-830F9.6,chr16,+,89006196,89017932,89006602,89017768,89016664,89017932,TGA
ACSF3,chr16,+,89160216,89222171,89167089,89220615,89220497,89222171,TGA
CDH15,chr16,+,89238174,89261900,89238239,89261563,89261269,89261900,TGA
AC137932.1,chr16,+,89334511,89339452,89334518,89334917,89336346,89339452,TGA
CPNE7,chr16,+,89642175,89663654,89642305,89663029,89662891,89663654,TGA
DPEP1,chr16,+,89679715,89704838,89696818,89704630,89704459,89704838,TGA
CDK10,chr16,+,89753075,89762772,89753118,89762100,89762002,89762772,TGA
ZNF276,chr16,+,89787392,89807311,89788958,89804654,89804383,89807311,TGA
SPIRE2,chr16,+,89894915,89937727,89894958,89936680,89936457,89937727,TGA
TCF25,chr16,+,89940019,89977792,89940075,89977646,89977487,89977792,TGA
MC1R,chr16,+,89984286,89987385,89985666,89986620,89984286,89987385,TGA
TUBB3,chr16,+,89988258,90002499,89999925,90002212,90001136,90002499,TGA
C17orf97,chr17,+,260117,264457,260133,263906,262938,264457,TGA
RNMTL1,chr17,+,685512,695749,685618,695309,694773,695749,TGA
RP11-676J12.7,chr17,+,812871,814452,813048,813989,813933,814452,TGA
TIMM22,chr17,+,900356,906911,900382,904328,904251,906911,TGA
BHLHA9,chr17,+,1173852,1174754,1173857,1174565,1173852,1174754,TGA
SERPINF2,chr17,+,1646129,1658559,1648289,1657828,1657415,1658559,TGA
RPA1,chr17,+,1733277,1802848,1733387,1800469,1800364,1802848,TGA
DPH1,chr17,+,1933403,1946724,1933448,1945151,1945898,1946724,TGA
OVCA2,chr17,+,1945326,1946724,1945341,1946398,1945898,1946724,TGA
SGSM2,chr17,+,2240807,2284352,2240982,2282814,2282725,2284352,TGA
PAFAH1B1,chr17,+,2497039,2588909,2541582,2585096,2585022,2588909,TGA
OR3A3,chr17,+,3323861,3324827,3323861,3324827,3323861,3324827,TGA
EMC6,chr17,+,3572108,3572959,3572440,3572773,3572391,3572959,TGA
SPNS3,chr17,+,4336982,4391503,4337262,4391189,4391100,4391503,TGA
SPNS2,chr17,+,4402132,4442330,4402342,4440237,4440747,4442330,TGA
ZMYND15,chr17,+,4643318,4649410,4643843,4649285,4649113,4649410,TGA
TM4SF5,chr17,+,4675186,4686506,4675217,4686423,4686408,4686506,TGA
PSMB6,chr17,+,4699438,4701790,4699489,4701717,4701574,4701790,TGA
MINK1,chr17,+,4736682,4801348,4736878,4800582,4800498,4801348,TGA
GP1BA,chr17,+,4835591,4838325,4835899,4837858,4835893,4838325,TGA
ENO3,chr17,+,4854389,4860426,4855124,4860342,4860272,4860426,TGA
KIF1C,chr17,+,4901242,4931696,4903541,4927446,4926762,4931696,TGA
RABEP1,chr17,+,5185557,5289129,5185781,5286518,5286949,5289129,TGA
FAM64A,chr17,+,6347734,6354789,6348430,6353378,6353681,6354789,TGA
ALOX12,chr17,+,6899383,6914055,6899436,6913742,6913562,6914055,TGA
C17orf49,chr17,+,6918087,6920838,6918176,6920584,6920579,6920838,TGA
SLC16A13,chr17,+,6939393,6943440,6939701,6943281,6943081,6943440,TGA
ACADVL,chr17,+,7120443,7128585,7120464,7128416,7128275,7128585,TGA
ELP5,chr17,+,7155371,7163250,7155821,7163004,7162889,7163250,TGA
SLC2A4,chr17,+,7184985,7191576,7185253,7189948,7189744,7191576,TGA
ACAP1,chr17,+,7239847,7254797,7240053,7254714,7254613,7254797,TGA
KCTD11,chr17,+,7255207,7258258,7256261,7256960,7255207,7258258,TGA
TMEM95,chr17,+,7258496,7260538,7258523,7259951,7259917,7260538,TGA
TNK1,chr17,+,7284155,7293056,7286245,7292403,7292289,7293056,TGA
SPEM1,chr17,+,7323678,7324951,7323703,7324924,7324199,7324951,TGA
C17orf74,chr17,+,7328933,7330887,7329007,7330816,7329506,7330887,TGA
FGF11,chr17,+,7342345,7348256,7342939,7346465,7346394,7348256,TGA
CHRNB1,chr17,+,7348379,7361026,7348446,7360042,7359901,7361026,TGA
SLC35G6,chr17,+,7384720,7386383,7384835,7386320,7385306,7386383,TGA
POLR2A,chr17,+,7387684,7417933,7388083,7417496,7416339,7417933,TGA
TNFSF12,chr17,+,7452207,7461207,7452470,7460667,7460415,7461207,TGA
TNFSF12-TNFSF13,chr17,+,7452415,7464918,7452470,7464150,7464040,7464918,TGA
TNFSF13,chr17,+,7461792,7464917,7462356,7464150,7464040,7464917,TGA
SENP3,chr17,+,7465271,7475188,7466393,7474801,7474690,7475188,TGA
EIF4A1,chr17,+,7476143,7482323,7476159,7481804,7481659,7482323,TGA
CD68,chr17,+,7482784,7485429,7482995,7484829,7484695,7485429,TGA
AC007421.1,chr17,+,7517263,7517427,7517268,7517283,7517263,7517427,TGA
ATP1B2,chr17,+,7554429,7561086,7554836,7559213,7559048,7561086,TGA
EFNB3,chr17,+,7608519,7614696,7608916,7612894,7612484,7614696,TGA
DNAH2,chr17,+,7623038,7737058,7623052,7736851,7736696,7737058,TGA
KDM6B,chr17,+,7743221,7758114,7748872,7756839,7756527,7758114,TGA
CHD3,chr17,+,7788123,7816078,7788124,7814903,7814781,7816078,TGA
CNTROB,chr17,+,7835472,7852896,7836397,7852828,7852702,7852896,TGA
GUCY2D,chr17,+,7905911,7923657,7906365,7919848,7923445,7923657,TGA
PFAS,chr17,+,8152603,8173803,8157255,8172582,8172271,8173803,TGA
NDEL1,chr17,+,8339178,8371478,8347589,8370341,8370247,8371478,TGA
WDR16,chr17,+,9479943,9546776,9480012,9546515,9546339,9546776,TGA
USP43,chr17,+,9548853,9633008,9548949,9632307,9631270,9633008,TGA
AC000003.2,chr17,+,10048830,10050277,10049174,10049546,10048830,10050277,TGA
SHISA6,chr17,+,11144579,11467380,11144739,11461621,11461070,11467380,TGA
MAP2K4,chr17,+,11924140,12047140,11924203,12044577,12044463,12047140,TGA
AC005358.1,chr17,+,12626198,12661542,12626198,12661542,12661401,12661542,TGA
ARHGAP44,chr17,+,12692855,12894959,12693155,12893488,12893348,12894959,TGA
COX10,chr17,+,13972845,14111994,13972922,14110530,14110126,14111994,TGA
HS3ST3B1,chr17,+,14204399,14252721,14204835,14248963,14248344,14252721,TGA
ZNF286A,chr17,+,15602890,15624096,15603643,15620604,15619372,15624096,TGA
TBC1D26,chr17,+,15635590,15648095,15638662,15645342,15647556,15648095,TGA
ADORA2B,chr17,+,15848230,15879060,15848562,15878656,15877992,15879060,TGA
PIGL,chr17,+,16120523,16229573,16120540,16229212,16229113,16229573,TGA
TRPV2,chr17,+,16318855,16340317,16320982,16340203,16340102,16340317,TGA
RP11-219A15.1,chr17,+,16593574,16707767,16593714,16676947,16705572,16707767,TGA
NT5M,chr17,+,17206648,17250975,17206864,17250261,17250118,17250975,TGA
GID4,chr17,+,17942605,17971718,17942778,17968557,17968493,17971718,TGA
MYO15A,chr17,+,18012019,18083116,18022114,18082184,18082082,18083116,TGA
ALKBH5,chr17,+,18087552,18113268,18087557,18111710,18111532,18113268,TGA
LLGL1,chr17,+,18128900,18148189,18128996,18146135,18147221,18148189,TGA
SMCR8,chr17,+,18218623,18226517,18219103,18226384,18225930,18226517,TGA
EVPLL,chr17,+,18280975,18292961,18284251,18291562,18292170,18292961,TGA
TVP23B,chr17,+,18684307,18710027,18684606,18708880,18708853,18710027,TGA
PRPSAP2,chr17,+,18759665,18834307,18769146,18834011,18833852,18834307,TGA
SLC5A10,chr17,+,18853657,18925908,18862051,18923744,18923637,18925908,TGA
AC007952.5,chr17,+,18996286,18999511,18996504,18999511,18999395,18999511,TGA
AC106017.1,chr17,+,19122673,19125839,19122673,19125677,19125561,19125839,TGA
MAPK7,chr17,+,19281033,19286856,19282213,19286544,19286390,19286856,TGA
SLC47A1,chr17,+,19437166,19482347,19437252,19480866,19480639,19482347,TGA
ALDH3A2,chr17,+,19552063,19580911,19552284,19578885,19578870,19580911,TGA
KCNJ12,chr17,+,21279508,21323179,21318654,21319956,21318598,21323179,TGA
UBBP4,chr17,+,21729600,21731760,21730698,21731373,21730692,21731760,TGA
AC015688.3,chr17,+,25950389,25967803,25950389,25950671,25967597,25967803,TGA
NLK,chr17,+,26369181,26523407,26369899,26521662,26521607,26523407,TGA
TMEM97,chr17,+,26646120,26655707,26646265,26653819,26653559,26655707,TGA
TNFAIP1,chr17,+,26662729,26674035,26666547,26671626,26671389,26674035,TGA
FOXN1,chr17,+,26850958,26865914,26850987,26864454,26864134,26865914,TGA
NEK8,chr17,+,27055797,27070473,27055831,27069005,27068976,27070473,TGA
TRAF4,chr17,+,27071001,27077974,27071130,27076595,27075962,27077974,TGA
ERAL1,chr17,+,27181955,27188085,27182052,27187571,27187448,27188085,TGA
PIPOX,chr17,+,27369917,27384234,27370243,27383323,27383192,27384234,TGA
TP53I13,chr17,+,27895661,27900175,27895776,27899942,27899829,27900175,TGA
EFCAB5,chr17,+,28268622,28435470,28268814,28435042,28434851,28435470,TGA
NSRP1,chr17,+,28443798,28513493,28443861,28512692,28511632,28513493,TGA
CPD,chr17,+,28705922,28797007,28705998,28791832,28791605,28797007,TGA
GOSR1,chr17,+,28804379,28854610,28804451,28849396,28849271,28854610,TGA
ADAP2,chr17,+,29248697,29286340,29249032,29284887,29284852,29286340,TGA
NF1,chr17,+,29421944,29704695,29422327,29701173,29701030,29704695,TGA
SUZ12,chr17,+,30264036,30328064,30264265,30326022,30325676,30328064,TGA
LRRC37B,chr17,+,30348160,30380523,30348165,30380347,30380284,30380523,TGA
RHOT1,chr17,+,30469472,30552789,30469711,30551752,30551634,30552789,TGA
RHBDL3,chr17,+,30593194,30651680,30593208,30648248,30647976,30651680,TGA
ZNF207,chr17,+,30677135,30708905,30677304,30696778,30696617,30708905,TGA
CDK5R1,chr17,+,30813636,30818274,30814638,30815562,30814493,30818274,TGA
CCL2,chr17,+,32582303,32584222,32582368,32583846,32583740,32584222,TGA
CCL7,chr17,+,32597239,32599261,32597309,32598821,32598715,32599261,TGA
CCL8,chr17,+,32646054,32648421,32646520,32647926,32647820,32648421,TGA
CCL13,chr17,+,32683470,32685629,32683545,32685150,32685044,32685629,TGA
SLFN5,chr17,+,33570054,33600674,33585709,33592907,33592090,33600674,TGA
RASL10B,chr17,+,34058667,34070540,34062203,34068324,34068053,34070540,TGA
C17orf50,chr17,+,34087928,34092098,34087960,34091637,34091444,34092098,TGA
TAF15,chr17,+,34136458,34174246,34136573,34173949,34173909,34174246,TGA
CTB-186H2.3,chr17,+,34312620,34317306,34312746,34313749,34313569,34317306,TGA
CCL18,chr17,+,34391639,34399392,34391702,34398401,34398310,34399392,TGA
CCL4,chr17,+,34430982,34433014,34431298,34432705,34432617,34433014,TGA
CCL4L1,chr17,+,34538464,34540280,34538543,34539971,34539898,34540280,TGA
PIGW,chr17,+,34891402,34895159,34892950,34894465,34892942,34895159,TGA
MRM1,chr17,+,34958000,34965407,34958239,34964851,34964678,34965407,TGA
AATF,chr17,+,35306174,35414171,35306425,35413964,35413900,35414171,TGA
C17orf78,chr17,+,35732984,35749662,35733034,35748678,35748600,35749662,TGA
MRPL45,chr17,+,36452988,36479101,36453149,36478478,36478391,36479101,TGA
ARHGAP23,chr17,+,36584661,36668628,36584729,36667208,36666179,36668628,TGA
CISD3,chr17,+,36886487,36891274,36886611,36889708,36889528,36891274,TGA
LASP1,chr17,+,37026111,37078023,37026442,37075031,37074857,37078023,TGA
STARD3,chr17,+,37793317,37819737,37809784,37819161,37819056,37819737,TGA
TCAP,chr17,+,37821601,37822502,37821612,37822362,37822104,37822502,TGA
PNMT,chr17,+,37824410,37826728,37824728,37826642,37826203,37826728,TGA
ERBB2,chr17,+,37844392,37884915,37863259,37884297,37883941,37884915,TGA
GRB7,chr17,+,37894179,37903537,37898554,37903150,37903003,37903537,TGA
LRRC3C,chr17,+,38097726,38101000,38097776,38100987,38100185,38101000,TGA
PSMD3,chr17,+,38137049,38154213,38137223,38153834,38153756,38154213,TGA
CSF3,chr17,+,38171613,38174066,38171727,38173212,38173047,38174066,TGA
THRA,chr17,+,38218445,38249866,38230741,38249635,38249272,38249866,TGA
RAPGEFL1,chr17,+,38334241,38351906,38340484,38350040,38349915,38351906,TGA
WIPF2,chr17,+,38375573,38440388,38412711,38434477,38434436,38440388,TGA
RARA,chr17,+,38465445,38513048,38487470,38512478,38512260,38513048,TGA
CTD-2267D19.3,chr17,+,38516906,38520945,38517243,38520178,38519334,38520945,TGA
IGFBP4,chr17,+,38599712,38613983,38599987,38612835,38612700,38613983,TGA
KRTAP4-7,chr17,+,39240458,39241396,39240458,39240926,39240458,39241396,TGA
KRTAP4-9,chr17,+,39261583,39262740,39261640,39262273,39261583,39262740,TGA
KRTAP9-2,chr17,+,39382899,39383904,39382906,39383431,39382899,39383904,TGA
KRTAP9-8,chr17,+,39394296,39395256,39394303,39394783,39394296,39395256,TGA
KRTAP9-4,chr17,+,39405938,39406904,39405972,39406437,39405938,39406904,TGA
KRTAP9-9,chr17,+,39411635,39412616,39411637,39412147,39411635,39412616,TGA
KRTAP9-6,chr17,+,39421590,39422893,39421629,39422112,39421590,39422893,TGA
KRTAP9-7,chr17,+,39431910,39432949,39431949,39432459,39431910,39432949,TGA
FKBP10,chr17,+,39969182,39979465,39969286,39978660,39978474,39979465,TGA
KLHL10,chr17,+,39994031,40004636,39994184,40004559,40004184,40004636,TGA
CNP,chr17,+,40118758,40129749,40118902,40125942,40125492,40129749,TGA
NKIRAS2,chr17,+,40169037,40177659,40173595,40175911,40175671,40177659,TGA
STAT5A,chr17,+,40439564,40463961,40441429,40462687,40462524,40463961,TGA
ATP6V0A1,chr17,+,40610905,40674629,40612912,40673138,40673044,40674629,TGA
NAGLU,chr17,+,40688189,40696467,40688290,40696256,40695045,40696467,TGA
COASY,chr17,+,40714091,40718295,40714640,40717986,40717923,40718295,TGA
MLX,chr17,+,40719085,40725257,40719142,40723621,40723564,40725257,TGA
TUBG1,chr17,+,40761693,40767252,40761755,40767059,40766861,40767252,TGA
TUBG2,chr17,+,40811322,40819024,40811521,40818818,40818620,40819024,TGA
CNTNAP1,chr17,+,40834630,40851832,40834847,40850928,40850635,40851832,TGA
WNK4,chr17,+,40932695,40948954,40932716,40948706,40948703,40948954,TGA
CNTD1,chr17,+,40950809,40962653,40951085,40961553,40961382,40962653,TGA
PSME3,chr17,+,40985487,40995774,40985648,40993595,40993514,40995774,TGA
RUNDC1,chr17,+,41132581,41145707,41132593,41143733,41142867,41145707,TGA
RND2,chr17,+,41177257,41184057,41177364,41180697,41180448,41184057,TGA
NBR1,chr17,+,41322497,41363708,41327816,41362093,41361919,41363708,TGA
TMEM106A,chr17,+,41363893,41372061,41365060,41369820,41369699,41372061,TGA
ARL4D,chr17,+,41476326,41478505,41477100,41477706,41477028,41478505,TGA
DHX8,chr17,+,41561333,41603038,41561405,41601215,41600995,41603038,TGA
FAM215A,chr17,+,41994575,41995326,41994678,41995023,41994575,41995326,TGA
NAGS,chr17,+,42081913,42086428,42082031,42085969,42085815,42086428,TGA
G6PC3,chr17,+,42148102,42153672,42148333,42153411,42153047,42153672,TGA
C17orf53,chr17,+,42219273,42239844,42219510,42239300,42239238,42239844,TGA
ASB16,chr17,+,42248073,42256451,42248157,42255758,42255572,42256451,TGA
RUNDC3A,chr17,+,42385926,42396039,42386200,42395606,42395463,42396039,TGA
GRN,chr17,+,42422647,42430470,42426532,42430166,42430028,42430470,TGA
FZD2,chr17,+,42634924,42636907,42635056,42636754,42634924,42636907,TGA
DBF4B,chr17,+,42785975,42829632,42786188,42829331,42829307,42829632,TGA
CCDC103,chr17,+,42977141,42982758,42978366,42980185,42979732,42982758,TGA
CRHR1,chr17,+,43699266,43912137,43907550,43912130,43911989,43912137,TGA
SPPL2C,chr17,+,43922255,43924438,43922272,43924327,43922255,43924438,TGA
MAPT,chr17,+,43971747,44105700,44039703,44101537,44101321,44105700,TGA
NSF,chr17,+,44668034,44834830,44668141,44833189,44833167,44834830,TGA
RP11-156P1.2,chr17,+,45000498,45124520,45000558,45102068,45124511,45124520,TGA
GOSR2,chr17,+,45000527,45018161,45000558,45017979,45017920,45018161,TGA
MYL4,chr17,+,45286427,45301044,45286788,45300408,45300874,45301044,TGA
NPEPPS,chr17,+,45608429,45700642,45608666,45699286,45699133,45700642,TGA
TBX21,chr17,+,45810609,45823485,45810820,45822732,45822113,45823485,TGA
LRRC46,chr17,+,45908992,45915079,45909355,45914486,45914115,45915079,TGA
CDK5RAP3,chr17,+,46047899,46059138,46048008,46058868,46058802,46059138,TGA
NFE2L1,chr17,+,46125720,46138842,46128480,46137003,46135656,46138842,TGA
SNX11,chr17,+,46184919,46200436,46189405,46198870,46198596,46200436,TGA
CALCOCO2,chr17,+,46908349,46942607,46919069,46940367,46940199,46942607,TGA
ATP5G1,chr17,+,46970126,46973233,46970779,46973131,46973016,46973233,TGA
IGF2BP1,chr17,+,47074773,47133012,47075107,47126806,47126713,47133012,TGA
ABI3,chr17,+,47287588,47300587,47288086,47300077,47299913,47300587,TGA
RP11-81K2.1,chr17,+,47448101,47554350,47448193,47554297,47554238,47554350,TGA
NGFR,chr17,+,47572654,47592379,47572779,47590371,47590069,47592379,TGA
NXPH3,chr17,+,47653219,47657720,47653581,47656662,47655957,47657720,TGA
DLX4,chr17,+,48046537,48052321,48046832,48051307,48051064,48052321,TGA
ITGA3,chr17,+,48133473,48167844,48133803,48165699,48166473,48167844,TGA
SGCA,chr17,+,48243365,48253292,48243401,48252798,48253072,48253292,TGA
TMEM92,chr17,+,48348766,48358844,48351862,48356669,48356555,48358844,TGA
EME1,chr17,+,48450580,48458844,48452569,48458300,48458123,48458844,TGA
ACSF2,chr17,+,48503518,48552196,48503622,48551913,48551862,48552196,TGA
RSAD1,chr17,+,48556160,48563336,48556245,48562222,48562104,48563336,TGA
MYCBPAP,chr17,+,48585744,48608858,48585906,48608789,48608687,48608858,TGA
EPN3,chr17,+,48609903,48621111,48613917,48619518,48619204,48621111,TGA
SPATA20,chr17,+,48624449,48633213,48624569,48633023,48632852,48633213,TGA
CACNA1G,chr17,+,48638448,48704835,48638820,48704112,48703377,48704835,TGA
WFIKKN2,chr17,+,48912770,48919709,48913298,48918380,48916859,48919709,TGA
NME1,chr17,+,49230896,49239556,49233015,49239206,49239088,49239556,TGA
KIF2B,chr17,+,51900238,51902573,51900394,51902416,51900238,51902573,TGA
TOM1L1,chr17,+,52977873,53039310,52978226,53037987,53038595,53039310,TGA
STXBP4,chr17,+,53046125,53241646,53063580,53237272,53237157,53241646,TGA
AKAP1,chr17,+,55162550,55198710,55182825,55197685,55197610,55198710,TGA
MSI2,chr17,+,55333894,55762046,55334103,55754389,55756909,55762046,TGA
OR4D2,chr17,+,56247016,56247940,56247016,56247940,56247016,56247940,TGA
EPX,chr17,+,56270097,56282535,56270207,56281784,56282096,56282535,TGA
PRR11,chr17,+,57232859,57279929,57247113,57278992,57278923,57279929,TGA
YPEL2,chr17,+,57409062,57479090,57430770,57474551,57474461,57479090,TGA
CLTC,chr17,+,57697218,57773671,57697492,57771213,57771088,57773671,TGA
RPS6KB1,chr17,+,57970524,58027925,57970545,58024149,58023911,58027925,TGA
CA4,chr17,+,58227296,58236901,58227395,58236785,58236590,58236901,TGA
RP11-15E18.4,chr17,+,58641907,58663984,58642746,58663748,58663668,58663984,TGA
PPM1D,chr17,+,58677543,58741849,58677775,58740913,58740355,58741849,TGA
TBX2,chr17,+,59477256,59486786,59477537,59485867,59485414,59486786,TGA
C17orf82,chr17,+,59489111,59490641,59489336,59490092,59489111,59490641,TGA
TBX4,chr17,+,59533806,59561664,59533851,59560877,59560260,59561664,TGA
EFCAB3,chr17,+,60447578,60493837,60447649,60493690,60493363,60493837,TGA
METTL2A,chr17,+,60501227,60527454,60501263,60526090,60525935,60527454,TGA
TLK2,chr17,+,60556385,60690851,60558486,60689926,60689752,60690851,TGA
ACE,chr17,+,61554431,61574981,61554455,61574727,61574497,61574981,TGA
KCNH6,chr17,+,61600694,61626338,61600774,61623263,61626162,61626338,TGA
MAP3K3,chr17,+,61699801,61773663,61700119,61771137,61770908,61773663,TGA
PSMC5,chr17,+,61904542,61909379,61904850,61909329,61909275,61909379,TGA
C17orf72,chr17,+,62075710,62081664,62075724,62079121,62079092,62081664,TGA
MILR1,chr17,+,62461568,62464760,62461568,62463734,62464426,62464760,TGA
