name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,LastExonStart,LastExonEnd,Group
Traj16,chr14,+,54203133,54203194,54203133,54203194,1,54203133,54203194,1
Traj15,chr14,+,54204421,54204481,54204421,54204481,1,54204421,54204481,1
Traj13,chr14,+,54205740,54205797,54205740,54205797,1,54205740,54205797,1
Traj12,chr14,+,54206552,54206610,54206552,54206610,1,54206552,54206610,1
Traj11,chr14,+,54207138,54207197,54207138,54207197,1,54207138,54207197,1
Traj9,chr14,+,54209392,54209450,54209392,54209450,1,54209392,54209450,1
Traj7,chr14,+,54211469,54211528,54211469,54211528,1,54211469,54211528,1
Traj6,chr14,+,54212687,54212749,54212687,54212749,1,54212687,54212749,1
Traj5,chr14,+,54213776,54213838,54213776,54213838,1,54213776,54213838,1
Traj4,chr14,+,54216290,54216353,54216290,54216353,1,54216290,54216353,1
Traj3,chr14,+,54217291,54217357,54217291,54217357,1,54217291,54217357,1
Traj2,chr14,+,54217835,54217901,54217835,54217901,1,54217835,54217901,1
Trac,chr14,+,54220520,54224206,54220520,54223097,4,54223685,54224206,3
Dad1,chr14,-,54235478,54254104,54242737,54253842,3,54235478,54235713,3
Abhd4,chr14,+,54254187,54269075,54261674,54267857,7,54267767,54269075,2
Olfr49,chr14,-,54281894,54282925,54281951,54282893,1,54281894,54282925,1
Oxa1l,chr14,+,54360840,54369673,54360854,54368451,10,54368317,54369673,2
Slc7a7,chr14,-,54369443,54417699,54369785,54409004,12,54369443,54369886,2
Mrpl52,chr14,+,54426908,54429756,54426932,54429728,5,54429581,54429756,2
Mmp14,chr14,+,54431611,54441265,54431865,54440672,10,54440340,54441265,2
Lrp10,chr14,+,54464163,54471497,54464574,54469849,7,54469264,54471497,2
Rem2,chr14,+,54476099,54480431,54476271,54479745,5,54479449,54480431,2
Prmt5,chr14,-,54507186,54517525,54507794,54517356,17,54507186,54507947,2
Haus4,chr14,-,54541784,54554361,54542073,54552191,10,54541784,54542257,2
Ajuba,chr14,-,54567468,54577661,54568930,54577264,8,54567468,54569056,2
4931414P19Rik,chr14,-,54583662,54605908,54584280,54595716,7,54583662,54584706,2
Psmb5,chr14,-,54614119,54617995,54614191,54617991,3,54614119,54614481,2
Psmb11,chr14,+,54625309,54629556,54625326,54626235,1,54625309,54629556,1
Cdh24,chr14,-,54631991,54641364,54632112,54639544,12,54631991,54632612,2
Gm20726,chr14,+,54632328,54632781,54632331,54632781,1,54632328,54632781,1
Gm17606,chr14,+,54640951,54648293,54640951,54648293,4,54648226,54648293,2
Acin1,chr14,-,54642160,54686931,54642727,54686780,19,54642160,54643048,2
1700123O20Rik,chr14,+,54686170,54690742,54689804,54690233,2,54689803,54690742,2
Cebpe,chr14,-,54710362,54712174,54710538,54711958,2,54710362,54710874,2
Slc7a8,chr14,-,54722215,54781886,54724093,54781327,11,54722215,54724251,2
Homez,chr14,-,54853786,54864158,54856692,54858249,2,54853786,54858281,2
Ppp1r3e,chr14,-,54875596,54877538,54876373,54877303,2,54875596,54876796,2
Bcl2l2,chr14,+,54883376,54888234,54884381,54885533,4,54885383,54888234,2
Gm20521,chr14,+,54883440,54898137,54884381,54898056,9,54898016,54898137,2
Pabpn1,chr14,+,54894147,54898169,54894155,54898056,7,54898016,54898169,2
Slc22a17,chr14,-,54906726,54913132,54907070,54912255,9,54906726,54907359,2
Efs,chr14,-,54916542,54926788,54917097,54925455,6,54916542,54917532,2
Il25,chr14,+,54932694,54935837,54932770,54935359,3,54935103,54935837,2
Cmtm5,chr14,+,54936469,54939256,54936657,54939046,5,54939032,54939256,2
Myh6,chr14,-,54941980,54966641,54941980,54965460,39,54941980,54942001,2
Myh7,chr14,-,54970687,54994634,54970792,54992873,41,54970687,54970810,2
Gm17428,chr14,+,54976932,54977025,54976932,54977025,1,54976932,54977025,1
Ngdn,chr14,+,55015453,55024135,55015576,55024008,11,55023988,55024135,2
Zfhx2,chr14,-,55060261,55092324,55062603,55075235,10,55060261,55063571,2
Thtpa,chr14,+,55094783,55098986,55095459,55097507,2,55097379,55098986,2
Ap1g2,chr14,-,55098849,55106593,55099059,55106128,22,55098849,55099161,2
Jph4,chr14,-,55106829,55116935,55108311,55115274,6,55106829,55108395,2
Dhrs2,chr14,+,55222006,55241435,55234653,55241248,11,55241136,55241435,2
Dhrs4,chr14,+,55478757,55490338,55478902,55489933,8,55489818,55490338,2
Lrrc16b,chr14,+,55491092,55508246,55491243,55507945,40,55507919,55508246,2
Cpne6,chr14,+,55510444,55517431,55511984,55517087,17,55517231,55517431,3
Nrl,chr14,-,55519527,55524981,55520554,55522468,4,55519527,55520887,2
Pck2,chr14,+,55540265,55550017,55540403,55548759,10,55548304,55550017,2
A730061H03Rik,chr14,-,55559941,55560406,55559941,55560406,1,55559941,55560406,1
Dcaf11,chr14,+,55560005,55570065,55561287,55569371,15,55569227,55570065,2
Fitm1,chr14,+,55575616,55576952,55575681,55576927,2,55576314,55576952,2
Psme1,chr14,+,55578359,55581528,55578574,55581381,11,55581300,55581528,2
Emc9,chr14,-,55581521,55585302,55581562,55585109,5,55581521,55581743,2
Psme2,chr14,-,55587441,55591101,55587484,55591045,11,55587441,55587565,2
Rnf31,chr14,+,55591707,55603693,55591883,55603585,21,55603531,55603693,2
Irf9,chr14,+,55603570,55610030,55604132,55609031,10,55608920,55610030,2
Rec8,chr14,+,55618036,55625395,55618602,55625361,20,55625275,55625395,2
Ipo4,chr14,-,55625399,55635684,55625910,55635598,30,55625399,55626041,2
Tm9sf1,chr14,-,55635964,55643806,55636218,55642938,6,55635964,55636612,2
Tssk4,chr14,+,55650181,55652539,55650348,55651885,3,55651458,55652539,2
Mdp1,chr14,-,55657878,55660508,55658982,55660374,6,55657878,55659074,2
Nedd8,chr14,-,55662266,55671906,55662528,55671812,4,55662266,55662625,2
Gmpr2,chr14,+,55672234,55678750,55672714,55678413,10,55678223,55678750,2
Tinf2,chr14,-,55679082,55681817,55679337,55681581,9,55679082,55679409,2
Tgm1,chr14,-,55700008,55713492,55700202,55712749,15,55700008,55700428,2
Rabggta,chr14,-,55715876,55722176,55716389,55721846,16,55715876,55716538,2
Dhrs1,chr14,-,55739021,55745690,55739283,55745067,9,55739021,55739420,2
Nop9,chr14,+,55745692,55755500,55745773,55753798,10,55753640,55755500,2
Cideb,chr14,-,55754044,55758458,55754435,55758292,5,55754044,55754571,2
Ltb4r2,chr14,+,55761427,55763229,55761923,55763006,2,55761907,55763229,2
Ltb4r1,chr14,+,55765961,55768494,55767241,55768297,2,55767232,55768494,2
Adcy4,chr14,-,55769092,55784019,55769140,55783678,26,55769092,55769287,2
Ripk3,chr14,-,55784995,55788857,55785196,55788636,10,55784995,55785351,2
Nfatc4,chr14,+,55824794,55833943,55825036,55833624,10,55833556,55833943,2
Nynrin,chr14,+,55854114,55874735,55854228,55872960,8,55870127,55874735,2
Cbln3,chr14,-,55878919,55884256,55882979,55884187,3,55878919,55883177,2
Khnyn,chr14,+,55884968,55896781,55885790,55895112,8,55894862,55896781,2
Sdr39u1,chr14,-,55897285,55900232,55897602,55900205,6,55897285,55898012,2
Cma1,chr14,-,55941452,55944661,55941653,55944571,5,55941452,55941797,2
Cma2,chr14,+,55971427,55973995,55971463,55973825,5,55973681,55973995,2
Mcpt1,chr14,+,56017963,56020391,56017998,56020139,5,56019995,56020391,2
Mcpt9,chr14,-,56026863,56030495,56026895,56029268,5,56026863,56027039,2
Mcpt2,chr14,+,56042122,56044634,56042153,56044429,5,56044291,56044634,2
Mcpt4,chr14,-,56059743,56062310,56059956,56062274,5,56059743,56060100,2
Mcpt8,chr14,-,56082165,56085216,56082247,56085187,5,56082165,56082400,2
Ctsg,chr14,-,56099880,56102574,56099958,56102436,5,56099880,56100150,2
Gzme,chr14,-,56117618,56120625,56117725,56120556,5,56117618,56117869,2
Gzmd,chr14,-,56129555,56132608,56129674,56132522,5,56129555,56129818,2
Gzmg,chr14,-,56156581,56159579,56156688,56159524,5,56156581,56156832,2
Gzmn,chr14,-,56165796,56174596,56165903,56169066,6,56165796,56166047,2
Gzmf,chr14,-,56205265,56211407,56205374,56211357,5,56205265,56205518,2
Gzmc,chr14,-,56231400,56234656,56231513,56234582,5,56231400,56231657,2
Gzmb,chr14,-,56258855,56262260,56259418,56262149,5,56258855,56259562,2
Atp12a,chr14,+,56365067,56388551,56365280,56387921,23,56387892,56388551,2
Rnf17,chr14,+,56402696,56525032,56402700,56524404,37,56524812,56525032,3
Cenpj,chr14,-,56526760,56571846,56526918,56565106,17,56526760,56527111,2
Parp4,chr14,+,56575618,56659794,56584159,56659430,35,56659237,56659794,2
Mphosph8,chr14,+,56668247,56697430,56668351,56697172,14,56697130,56697430,2
Pspc1,chr14,-,56722440,56778316,56723094,56778159,9,56722440,56723280,2
Zmym5,chr14,-,56790584,56811716,56793765,56804819,8,56790584,56794500,2
Zmym2,chr14,+,56887794,56962579,56902705,56959907,24,56959714,56962579,2
B020004C17Rik,chr14,+,57015133,57018982,57015256,57017419,4,57017123,57018982,2
Gja3,chr14,-,57035607,57058030,57035659,57036913,2,57035607,57036930,2
Gjb2,chr14,-,57098599,57104702,57100068,57100749,2,57098599,57100771,2
Gm4491,chr14,-,57112505,57115883,57113555,57113933,2,57112505,57113934,2
Gjb6,chr14,-,57123302,57133611,57124016,57124802,3,57123302,57124816,2
Cryl1,chr14,-,57275033,57398483,57275448,57398448,8,57275033,57275562,2
Ift88,chr14,+,57424061,57517936,57430543,57517458,26,57517336,57517936,2
Il17d,chr14,+,57524828,57543165,57524906,57542640,3,57542333,57543165,2
N6amt2,chr14,-,57549597,57571569,57549742,57571553,5,57549597,57549879,2
Xpo4,chr14,-,57581001,57665430,57582270,57664956,23,57581001,57582468,2
Lats2,chr14,-,57689661,57746123,57691287,57734216,8,57689661,57691770,2
Sap18,chr14,+,57798179,57804980,57798225,57802078,4,57801921,57804980,2
Ska3,chr14,-,57806560,57826163,57807976,57826112,9,57806560,57807531,3
Mrpl57,chr14,+,57826238,57828745,57826516,57826825,2,57826508,57828745,2
Zdhhc20,chr14,-,57832701,57890262,57837629,57890180,13,57832701,57836646,3
Micu2,chr14,-,57916279,57999262,57917267,57999239,12,57916279,57917375,2
Fgf9,chr14,+,58072685,58110174,58073055,58109578,3,58109332,58110174,2
Rpl13-ps3,chr14,+,58893505,58894129,58893505,58894129,1,58893505,58894129,1
1700129C05Rik,chr14,-,59133039,59142893,59133403,59142847,5,59133039,59133418,2
Gm5142,chr14,-,59158502,59178749,59158684,59178707,2,59158502,59158710,2
Rcbtb1,chr14,+,59201227,59237265,59209968,59235359,12,59235218,59237265,2
Gm6904,chr14,-,59244440,59260216,59244693,59260180,6,59244440,59244845,2
Phf11a,chr14,-,59276912,59297522,59277348,59297486,8,59276912,59277569,2
Phf11b,chr14,-,59320963,59341351,59321280,59341315,9,59320963,59321283,2
Phf11d,chr14,-,59347406,59365470,59349048,59365409,11,59347406,59349051,2
Phf11c,chr14,-,59380832,59395381,59381144,59393254,10,59380832,59381147,2
Setdb2,chr14,-,59402010,59440877,59402298,59437452,15,59402010,59402416,2
Cab39l,chr14,+,59440980,59548903,59496833,59547165,11,59546985,59548903,2
Cdadc1,chr14,-,59560895,59597836,59560895,59597836,10,59560895,59560921,2
Shisa2,chr14,+,59625280,59631658,59626066,59630188,2,59629634,59631658,2
Atp8a2,chr14,-,59647530,60086834,59647826,60086682,36,59647530,59647924,2
4930563I02Rik,chr14,+,60087070,60096083,60088207,60096083,3,60095943,60096083,2
Nupl1,chr14,-,60219203,60251507,60219988,60251269,15,60219203,60220158,2
Mtmr6,chr14,+,60265204,60302370,60265337,60300521,14,60300272,60302370,2
Amer2,chr14,+,60378285,60381003,60378357,60380265,1,60378285,60381003,1
Spata13,chr14,+,60634728,60764556,60690994,60761051,13,60760875,60764556,2
C1qtnf9,chr14,+,60768133,60780869,60772296,60780024,4,60779251,60780869,2
Mipep,chr14,+,60784565,60903610,60784687,60903465,19,60903367,60903610,2
Tnfrsf19,chr14,-,60963833,61046855,60966456,61024812,10,60963833,60966465,2
Sacs,chr14,+,61138456,61240695,61148051,61240432,10,61240316,61240695,2
Sgcg,chr14,-,61221058,61258490,61221602,61245950,8,61221058,61221776,2
Arl11,chr14,+,61309752,61311936,61310742,61311273,2,61310639,61311936,2
Ebpl,chr14,-,61339762,61360445,61341163,61360390,4,61339762,61341404,2
Kpna3,chr14,-,61365185,61439947,61367630,61439791,17,61365185,61367729,2
Spryd7,chr14,-,61531992,61556886,61535143,61556626,5,61531992,61535241,2
Trim13,chr14,+,61598225,61605946,61604535,61605759,3,61604529,61605946,2
Kcnrg,chr14,+,61607481,61611916,61607512,61611886,2,61611651,61611916,2
Dleu7,chr14,-,62276230,62292979,62276901,62292950,2,62276230,62277108,2
Rnaseh2b,chr14,+,62332067,62372992,62332115,62372473,11,62372359,62372992,2
Gucy1b2,chr14,-,62392675,62456289,62392820,62456198,17,62392675,62392966,2
Fam124a,chr14,+,62555736,62608486,62555852,62606655,4,62605872,62608486,2
Serpine3,chr14,+,62663666,62692243,62664941,62692110,9,62692066,62692243,2
Ints6,chr14,-,62676329,62761112,62693580,62760658,19,62676329,62678167,3
Wdfy2,chr14,+,62837689,62956886,62837920,62956309,12,62956279,62956886,2
Defb48,chr14,-,62977523,62984510,62977661,62984467,2,62977523,62977867,2
Defb47,chr14,+,62998101,63001066,62998101,63001066,2,63000884,63001066,2
Defb43,chr14,+,63011770,63018088,63011809,63017929,2,63017777,63018088,2
Defb30,chr14,-,63034086,63037833,63035931,63037815,3,63034086,63034827,3
Defb42,chr14,+,63046990,63048610,63047563,63048400,3,63048227,63048610,2
Ctsb,chr14,+,63122461,63145919,63133340,63142329,10,63142231,63145919,2
Fdft1,chr14,-,63145152,63177793,63146749,63177781,8,63145152,63146968,2
Neil2,chr14,-,63182442,63193541,63183250,63191842,5,63182442,63183564,2
Gata4,chr14,-,63198921,63245248,63200374,63241148,7,63198921,63200551,2
Blk,chr14,-,63372836,63417187,63373391,63387826,13,63372836,63373597,2
Fam167a,chr14,+,63436393,63465498,63452255,63462640,4,63462376,63465498,2
Tdh,chr14,-,63492346,63509092,63492706,63500304,9,63492346,63492846,2
Mtmr9,chr14,-,63523615,63543953,63524065,63543639,10,63523615,63524217,2
Xkr6,chr14,+,63606502,63820809,63606529,63819790,3,63818825,63820809,2
Pinx1,chr14,+,63860311,63919859,63860428,63919624,7,63919096,63919859,2
Sox7,chr14,+,63943673,63950732,63943755,63948659,2,63947754,63950732,2
4930578I06Rik,chr14,-,63971121,63987780,63971224,63987747,4,63971121,63971464,2
Rp1l1,chr14,+,63992430,64033504,64021910,64032546,4,64027741,64033504,2
Prss55,chr14,-,64075444,64085408,64075467,64085365,5,64075444,64075794,2
Prss51,chr14,+,64093695,64097666,64095007,64097666,5,64097366,64097666,2
Prss52,chr14,+,64104285,64113755,64104361,64113733,5,64113466,64113755,2
Msra,chr14,-,64122622,64455903,64123188,64440845,11,64122622,64123353,2
Kif13b,chr14,+,64652530,64806296,64652601,64806296,40,64806030,64806296,2
Hmbox1,chr14,-,64822217,64949847,64823560,64903261,10,64822217,64823698,2
Ints9,chr14,+,64950044,65039835,64950271,65039449,17,65039272,65039835,2
Extl3,chr14,-,65052059,65098106,65054612,65077731,7,65052059,65054822,2
Fzd3,chr14,-,65201025,65262463,65202718,65253132,7,65201025,65202932,2
Fbxo16,chr14,+,65266700,65321501,65270736,65321398,8,65321233,65321501,2
Zfp395,chr14,+,65358675,65398930,65385417,65396330,10,65396218,65398930,2
Pnoc,chr14,-,65400672,65425472,65404748,65411243,4,65400672,65401861,3
Elp3,chr14,-,65530445,65593112,65531523,65593000,15,65530445,65531600,2
Nuggc,chr14,+,65605266,65648444,65605266,65648316,19,65648170,65648444,2
Scara5,chr14,+,65666402,65764826,65670562,65762858,9,65762721,65764826,2
Pbk,chr14,+,65805836,65817822,65809234,65817413,8,65817189,65817822,2
Esco2,chr14,-,65819037,65833994,65819965,65832728,11,65819037,65820098,2
Ccdc25,chr14,+,65837301,65866604,65837456,65865159,9,65865129,65866604,2
Scara3,chr14,-,65919394,65953744,65920736,65953502,6,65919394,65921188,2
Clu,chr14,+,65968482,65981548,65971758,65981317,9,65981307,65981548,2
Gulo,chr14,-,65986786,66009210,65987565,66009047,12,65986786,65987694,2
Adam2,chr14,-,66027328,66077733,66028023,66077722,21,66027328,66027635,3
Ephx2,chr14,-,66084376,66124500,66084681,66124435,19,66084376,66084760,2
Chrna2,chr14,+,66140959,66152948,66142213,66151076,7,66150950,66152948,2
Ptk2b,chr14,-,66153261,66281052,66154053,66213515,30,66153261,66154269,2
Trim35,chr14,+,66297030,66311424,66297069,66309336,6,66308734,66311424,2
Stmn4,chr14,+,66344303,66361680,66354432,66361134,6,66361074,66361680,2
Adra1a,chr14,+,66635250,66733462,66637577,66731578,4,66731563,66733462,2
Gm10032,chr14,+,66784528,66793758,66792422,66792803,2,66792045,66793758,2
Dpysl2,chr14,-,66802863,66868688,66805344,66868368,14,66802863,66805436,2
Gm5464,chr14,+,66868849,66871005,66868915,66869443,1,66868849,66871005,1
Pnma2,chr14,+,66911169,66920054,66916128,66917226,3,66915758,66920054,2
Bnip3l,chr14,-,66985238,67008877,66987726,67008784,6,66985238,66987775,2
Ppp2r2a,chr14,-,67014056,67072471,67016373,67072096,10,67014056,67016653,2
Ebf2,chr14,+,67233291,67429777,67235134,67428122,17,67428090,67429777,2
Cdca2,chr14,-,67676330,67715841,67676859,67715005,15,67676330,67678022,2
Kctd9,chr14,+,67716097,67742310,67716336,67740412,11,67740295,67742310,2
Gnrh1,chr14,+,67745228,67749435,67746345,67749291,4,67749249,67749435,2
Dock5,chr14,-,67751927,67933572,67756417,67933334,52,67751927,67756522,2
Nefl,chr14,+,68083862,68089095,68083962,68087447,4,68087307,68089095,2
Nefm,chr14,-,68119282,68124846,68120036,68124813,3,68119282,68121384,2
Adam7,chr14,-,68497335,68533689,68498420,68533675,23,68497335,68498465,2
Adamdec1,chr14,-,68563387,68582086,68564368,68582046,14,68563387,68564375,2
Adam28,chr14,-,68606026,68655842,68606574,68655690,23,68606026,68606596,2
Stc1,chr14,+,69029288,69041401,69029389,69038503,4,69038232,69041401,2
Nkx2-6,chr14,+,69171801,69175518,69171801,69175254,2,69174631,69175518,2
Nkx3-1,chr14,+,69190637,69194662,69190704,69192248,2,69191823,69194662,2
Slc25a37,chr14,-,69241847,69285112,69244833,69284941,4,69241847,69245354,2
Synb,chr14,-,69289343,69294299,69290946,69292803,3,69289343,69292957,2
Entpd4,chr14,+,69337173,69367270,69347586,69365739,13,69365519,69367270,2
Gm16867,chr14,-,69363503,69503320,69373094,69503191,3,69363503,69366648,3
Gm27179,chr14,-,69508631,69512549,69509196,69511053,3,69508631,69511207,2
Gm21685,chr14,+,69555423,69585520,69565836,69583989,13,69583769,69585520,2
Loxl2,chr14,+,69609477,69693698,69633926,69693119,14,69693039,69693698,2
R3hcc1,chr14,-,69697306,69707584,69697468,69707163,8,69697306,69697602,2
Chmp7,chr14,-,69716978,69732570,69718247,69732489,10,69716978,69718300,2
Tnfrsf10b,chr14,+,69767471,69784403,69767659,69782566,8,69782231,69784403,2
Rhobtb2,chr14,-,69784989,69805530,69787514,69800809,10,69784989,69787735,2
Pebp4,chr14,+,69840419,70059886,69847494,70059742,7,70059596,70059886,2
Egr3,chr14,+,70077444,70080157,70077444,70079905,2,70078895,70080157,2
Bin3,chr14,+,70100144,70138191,70100188,70137285,9,70137138,70138191,2
Ccar2,chr14,-,70138176,70153811,70138902,70152721,21,70138176,70138947,2
9930012K11Rik,chr14,-,70154404,70159502,70155167,70159380,7,70154404,70155276,2
Pdlim2,chr14,-,70164217,70177681,70164615,70175305,10,70164217,70164793,2
Sorbs3,chr14,-,70180467,70207637,70181169,70207627,21,70180467,70181231,2
Ppp3cc,chr14,-,70217897,70289449,70218083,70289229,14,70217897,70218277,2
Slc39a14,chr14,-,70303468,70351425,70306665,70318925,10,70303468,70306812,2
Piwil2,chr14,-,70372479,70429094,70374279,70426698,23,70372479,70374436,2
Polr3d,chr14,-,70438747,70443471,70439455,70443115,9,70438747,70439578,2
Phyhip,chr14,+,70457475,70468832,70461758,70467335,5,70466800,70468832,2
Bmp1,chr14,-,70474556,70520260,70475114,70520037,20,70474556,70475249,2
Sftpc,chr14,-,70520940,70524081,70521325,70524043,6,70520940,70521115,3
Lgi3,chr14,+,70530820,70538323,70531064,70537034,8,70536216,70538323,2
Reep4,chr14,+,70545250,70548933,70545706,70548495,8,70548429,70548933,2
Hr,chr14,+,70554055,70573548,70556388,70572304,20,70572241,70573548,2
Nudt18,chr14,+,70577846,70582571,70577948,70579929,3,70579333,70582571,2
Fam160b2,chr14,-,70583295,70599835,70585044,70599786,17,70583295,70585183,2
Dmtn,chr14,-,70602183,70630154,70604740,70618256,16,70602183,70604854,2
Fgf17,chr14,-,70636204,70642268,70636729,70641757,5,70636204,70637023,2
Npm2,chr14,-,70647301,70653084,70647504,70652589,9,70647301,70647549,2
Xpo7,chr14,-,70654245,70766628,70666000,70766529,28,70654245,70666094,2
Dok2,chr14,+,70774303,70778495,70774437,70778073,5,70777458,70778495,2
Gfra2,chr14,+,70890129,70979838,70890854,70978496,9,70978373,70979838,2
Fndc3a,chr14,-,72537945,72710003,72540166,72683732,26,72537945,72540481,2
Cysltr2,chr14,-,73029127,73049114,73029338,73030268,6,73029127,73030479,2
Rcbtb2,chr14,+,73142536,73184218,73154852,73182599,15,73182458,73184218,2
Rb1,chr14,-,73195501,73325822,73197210,73325641,27,73195501,73197284,2
Lpar6,chr14,+,73237894,73243294,73238600,73239635,1,73237894,73243294,1
Itm2b,chr14,-,73362230,73385271,73363057,73385126,6,73362230,73363143,2
Med4,chr14,+,73510048,73518545,73510060,73518066,7,73517893,73518545,2
Nudt15,chr14,-,73519863,73548242,73521513,73525214,5,73519863,73521674,2
Sucla2,chr14,+,73552664,73596142,73552807,73595448,11,73595373,73596142,2
Gm21750,chr14,+,73661224,73662721,73661224,73662721,1,73661224,73662721,1
Htr2a,chr14,+,74640839,74706859,74641932,74706397,3,74705594,74706859,2
Esd,chr14,+,74732296,74750765,74735966,74749725,9,74749644,74750765,2
Lrch1,chr14,-,74754673,74947877,74757032,74947660,20,74754673,74757143,2
5031414D18Rik,chr14,+,75016026,75052532,75031903,75052081,14,75051968,75052532,2
Lrrc63,chr14,-,75084302,75130881,75084745,75129588,10,75084302,75084986,2
Lcp1,chr14,+,75131553,75229796,75198099,75229338,16,75229205,75229796,2
Cpb2,chr14,+,75242286,75283551,75242354,75283415,11,75283230,75283551,2
Zc3h13,chr14,+,75284372,75344426,75291577,75343764,19,75343593,75344426,2
Siah3,chr14,+,75455981,75526141,75456055,75526117,2,75525445,75526141,2
Spert,chr14,-,75582833,75593116,75583050,75593059,3,75582833,75584235,2
Erich6b,chr14,+,75642258,75667137,75658675,75667019,5,75666897,75667137,2
Cog3,chr14,-,75702350,75754493,75704030,75754438,23,75702350,75704060,2
Slc25a30,chr14,-,75761998,75787037,75762648,75777059,10,75761998,75762690,2
Tpt1,chr14,+,75845092,75848415,75845428,75848101,6,75848098,75848415,2
Gtf2f2,chr14,-,75896936,76010865,75897533,76010745,8,75896936,75897653,2
Kctd4,chr14,+,75955002,75965217,75962590,75963370,2,75962397,75965217,2
Gpalpp1,chr14,-,76086231,76110815,76090527,76110704,8,76086231,76090746,2
Nufip1,chr14,+,76110890,76137379,76110932,76134902,10,76134785,76137379,2
Rps2-ps6,chr14,-,76236687,76237353,76236687,76237353,1,76236687,76237353,1
Tsc22d1,chr14,+,76415586,76507762,76416082,76506674,3,76506416,76507762,2
Serp2,chr14,-,76532813,76556687,76533205,76556514,3,76532813,76533246,2
Lacc1,chr14,-,77024199,77036641,77029528,77035354,8,77024199,77024974,3
Ccdc122,chr14,+,77036771,77112204,77067907,77111604,6,77111406,77112204,2
Enox1,chr14,+,77156762,77721760,77506877,77720944,19,77720812,77721760,2
Gm1587,chr14,-,77794822,77798864,77794822,77798864,3,77794822,77795025,2
Dnajc15,chr14,-,77826216,77874917,77826396,77874899,6,77826216,77826470,2
Epsti1,chr14,+,77904238,78002656,77904485,78001979,12,78001970,78002656,2
Fam216b,chr14,-,78081020,78089007,78082744,78086735,4,78081020,78082956,2
Tnfsf11,chr14,-,78277444,78308043,78278575,78307889,5,78277444,78278997,2
Akap11,chr14,-,78492245,78536860,78495775,78522650,12,78492245,78495946,2
Dgkh,chr14,-,78569608,78725089,78570104,78725089,29,78569608,78570157,2
Vwa8,chr14,+,78849177,79202310,78849283,79201206,45,79201097,79202310,2
Zfp957,chr14,-,79212352,79247296,79212653,79214357,3,79212352,79214469,2
Rgcc,chr14,-,79288755,79301645,79289111,79301497,5,79288755,79289119,2
Naa16,chr14,-,79334506,79390778,79335733,79390615,20,79334506,79335931,2
Mtrf1,chr14,+,79397771,79423650,79401429,79423510,11,79423396,79423650,2
Kbtbd7,chr14,+,79426510,79431039,79426729,79428802,1,79426510,79431039,1
Kbtbd6,chr14,+,79451834,79454816,79452055,79453516,1,79451834,79454816,1
AC124745.1,chr14,+,79451866,79453516,79451866,79453516,1,79451866,79453516,1
Wbp4,chr14,-,79459936,79481268,79461921,79480932,10,79459936,79462129,2
Elf1,chr14,+,79481193,79582476,79536350,79580770,9,79580184,79582476,2
Sugt1,chr14,+,79587690,79629755,79587828,79628953,13,79628851,79629755,2
Lect1,chr14,-,79637692,79662170,79637961,79662011,7,79637692,79638177,2
Pcdh8,chr14,-,79766774,79771312,79767370,79771121,3,79766774,79767747,2
Gm10845,chr14,-,79863073,79868398,79863073,79868398,2,79863073,79863552,2
Olfm4,chr14,+,80000301,80021930,80000324,80021930,7,80021118,80021930,2
Pcdh17,chr14,+,84443562,84537060,84446094,84533557,4,84532874,84537060,2
Diap3,chr14,-,86656322,87141114,86656322,87141114,28,86656322,86656582,2
Tdrd3,chr14,+,87416638,87545360,87416807,87539513,14,87545256,87545360,3
Pcdh20,chr14,-,88464742,88471396,88467003,88470990,3,88464742,88469730,2
Gm10110,chr14,-,89896222,89898466,89896543,89898466,2,89896222,89896981,2
Pcdh9,chr14,-,93013701,93890669,93015511,93888732,4,93013701,93015885,2
4921530L21Rik,chr14,+,95881265,95882775,95881808,95882633,2,95881680,95882775,2
Klhl1,chr14,-,96105258,96519102,96106339,96518317,11,96105258,96106399,2
Dach1,chr14,-,97786852,98169543,97789581,98169309,11,97786852,97789619,2
Mzt1,chr14,-,99034543,99046136,99036489,99046063,3,99034543,99036510,2
Bora,chr14,+,99046426,99074537,99047315,99073711,12,99073645,99074537,2
Dis3,chr14,-,99076633,99099770,99077381,99099673,21,99076633,99077465,2
Pibf1,chr14,+,99099432,99254493,99101049,99254211,18,99254160,99254493,2
Klf5,chr14,+,99298690,99313405,99298994,99313329,4,99313150,99313405,2
Klf12,chr14,-,99874485,100149764,99875132,100149764,7,99874485,99875314,2
Prr30,chr14,-,101197689,101200069,101197918,101199124,3,101197689,101199485,2
Tbc1d4,chr14,-,101442359,101609033,101444537,101608460,19,101442359,101444771,2
Commd6,chr14,-,101633765,101640686,101634341,101640436,4,101633765,101634392,2
Uchl3,chr14,+,101653966,101696124,101654063,101695985,9,101695901,101696124,2
Gm9922,chr14,-,101729379,101729814,101729379,101729814,1,101729379,101729814,1
Lmo7,chr14,+,101729956,101934710,101730156,101933918,31,101933895,101934710,2
Kctd12,chr14,-,102976580,102982637,102981456,102982440,1,102976580,102982637,1
Irg1,chr14,+,103046976,103056573,103047067,103055508,5,103054511,103056573,2
Cln5,chr14,+,103070215,103077579,103070345,103076339,4,103075827,103077579,2
Fbxl3,chr14,-,103080238,103099554,103082866,103095540,5,103080238,103083510,2
